TMA,Version,5.1-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0730-full,,,full,full,full;bot;,full,full,full,full
.,,,Confidential,,,,,Server,,Server,Server,Server,,,,Server,,Server,Server,,Server,,Server,,Server,,Server,,Server,,,,,,,,,,,;bot;EDP;perf,,,,
Info.Memory.SoC,R2C_Offcore_BW,,,,,,,,,,,64 * OCR.READS_TO_CORE.ANY_RESPONSE / 1e9 / Time,,,,,,,,,,,,,,,,,,,,GB/sec,Average Off-core access BW for Reads-to-Core (R2C). R2C account for demand or prefetch load/RFO/code access that fill data into the Core caches.,,5.1,HPC;Mem;MemoryBW;Server;Offcore,,,,;EDP;perf,,,,
Info.Memory.SoC,R2C_L3M_BW,,,,,,,,,,,64 * OCR.READS_TO_CORE.L3_MISS / 1e9 / Time,,,,,,,,,,,,,,,,,,,,GB/sec,Average L3-cache miss BW for Reads-to-Core (R2C). This covering going to DRAM or other memory off-chip memory tears. See R2C_Offcore_BW.,,5.1,HPC;Mem;MemoryBW;Server;Offcore,,,,;EDP;perf,,,,
Info.Memory.SoC,R2C_DRAM_BW,,,,,,,,,,,64 * OCR.READS_TO_CORE.DRAM / 1e9 / Time,,,,,,,,,,,,,,,,,,,,GB/sec,Average DRAM BW for Reads-to-Core (R2C) covering for memory attached to local- and remote-socket. See R2C_Offcore_BW.,,5.1,HPC;Mem;MemoryBW;Server;Offcore,,,,;EDP;perf,,,,
Info.Memory.SoC,R2C_HBM_BW,,,,,,,,,#NA,#NA if #Memory > 2 else 64 * OCR.DEMAND_DATA_RD.PMM / 1e9 / Time,,,,,,,,,,,,,,,,,,,,,GB/sec,Average HBM BW for Reads-to-Core. See R2C_Offcore_BW.,,5.1,HPC;Mem;MemoryBW;Server;Offcore,,,,;EDP;perf,,,,
Info.System,MEM_Read_Latency,,,,,,,,#NA,,,#OneBillion * ( UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD / UNC_CHA_TOR_INSERTS.IA_MISS_DRD ) / ( Socket_CLKS / Time ),,,( UNC_ARB_TRK_OCCUPANCY.RD + UNC_ARB_DAT_OCCUPANCY.RD ) / UNC_ARB_TRK_REQUESTS.RD,#OneBillion * ( UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD / UNC_CHA_TOR_INSERTS.IA_MISS_DRD ) / ( Socket_CLKS / Time ),#NA,,,,#OneBillion * ( UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD / UNC_CHA_TOR_INSERTS.IA_MISS_DRD ) / ( Socket_CLKS / Time ),#OneBillion * ( UNC_ARB_TRK_OCCUPANCY.DATA_READ / UNC_ARB_TRK_REQUESTS.DATA_READ ) / ( Socket_CLKS / Time ),,,#OneBillion * ( UNC_C_TOR_OCCUPANCY.MISS_OPCODE:opc=0x182 / UNC_C_TOR_INSERTS.MISS_OPCODE:opc=0x182 ) / ( Socket_CLKS / Time ),,,,"#OneBillion * ( ""UNC_C_TOR_OCCUPANCY.MISS_OPCODE/Match=0x182"" / ""UNC_C_TOR_INSERTS.MISS_OPCODE/Match=0x182"" ) / ( Socket_CLKS / Time )",#NA,,NanoSeconds,Average latency of data read request to external memory (in nanoseconds). Accounts for demand loads and L1/L2 prefetches. ([RKL+]memory-controller only),,4.5,Mem;MemoryLat;SoC,1000,pub/v3.4,i,;perf,,,,
Info.System,MEM_Parallel_Reads,,,,,,#NA,,,,,UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD / UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD:c1,,,UNC_ARB_DAT_OCCUPANCY.RD / UNC_ARB_DAT_OCCUPANCY.RD:c1,UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD / UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD:c1,#NA,,,,UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD / UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD:c1,UNC_ARB_TRK_OCCUPANCY.DATA_READ / UNC_ARB_TRK_OCCUPANCY.DATA_READ:c1,,,UNC_C_TOR_OCCUPANCY.MISS_OPCODE:opc=0x182 / UNC_C_TOR_OCCUPANCY.MISS_OPCODE:opc=0x182:c1,,,,"""UNC_C_TOR_OCCUPANCY.MISS_OPCODE/Match=0x182"" / ""UNC_C_TOR_OCCUPANCY.MISS_OPCODE/Match=0x182:c1""",#NA,,System_Metric,Average number of parallel data read requests to external memory. Accounts for demand loads and L1/L2 prefetches,,4.5,Mem;MemoryBW;SoC,100,pub/v3.4,i,;perf,,,,
Info.System,MEM_PMM_Read_Latency,,,,,,,,,,#NA,,,,,( #OneBillion * ( UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD_PMM / UNC_CHA_TOR_INSERTS.IA_MISS_DRD_PMM ) / UNC_CHA_CLOCKTICKS:one_unit ) if #PMM_App_Direct else #NA,,,( #OneBillion * ( UNC_M_PMM_RPQ_OCCUPANCY.ALL / UNC_M_PMM_RPQ_INSERTS ) / UNC_M_CLOCKTICKS:one_unit ) if #PMM_App_Direct else #NA,,,,,,,,,,,#NA,,NanoSeconds,Average latency of data read request to external 3D X-Point memory [in nanoseconds]. Accounts for demand loads and L1/L2 data-read prefetches,,4.6,MemOffcore;MemoryLat;SoC;Server,,pub/v3.5,i,;perf,,,,
Info.System,MEM_DRAM_Read_Latency,,,,,,,,,,,,,,,#OneBillion * ( UNC_CHA_TOR_OCCUPANCY.IA_MISS_DRD_DDR / UNC_CHA_TOR_INSERTS.IA_MISS_DRD_DDR ) / UNC_CHA_CLOCKTICKS:one_unit,,,,,#OneBillion * ( UNC_M_RPQ_OCCUPANCY / UNC_M_RPQ_INSERTS ) / UNC_M_CLOCKTICKS:one_unit,,,,,,,,,#NA,,NanoSeconds,Average latency of data read request to external DRAM memory [in nanoseconds]. Accounts for demand loads and L1/L2 data-read prefetches,,4.6,MemOffcore;MemoryLat;SoC;Server,,,i,;,,,,
Info.System,CXL_Mem_Read_BW,,,,,,,( ( 64 * UNC_CXLCM_RxC_PACK_BUF_INSERTS.MEM_DATA / #OneBillion ) / Time ) if #PMM_App_Direct else #NA,,,,,,,,,,,( ( 64 * UNC_M_PMM_RPQ_INSERTS / #OneBillion ) / Time ) if #PMM_App_Direct else #NA,,,,,,,,,,,#NA,,GB/sec,Average 3DXP Memory Bandwidth Use for reads [GB / sec],,4.6,MemOffcore;MemoryBW;SoC;Server,,pub/v3.5,i,;perf,,,,
Info.System,CXL_Mem_Write_BW,,,,,,,( ( 64 * UNC_CXLDP_TxC_AGF_INSERTS.M2S_DATA / #OneBillion ) / Time ) if #PMM_App_Direct else #NA,,,,,,,,,,,( ( 64 * UNC_M_PMM_WPQ_INSERTS / #OneBillion ) / Time ) if #PMM_App_Direct else #NA,,,,,,,,,,,#NA,,GB/sec,Average 3DXP Memory Bandwidth Use for Writes [GB / sec],,4.6,MemOffcore;MemoryBW;SoC;Server,,pub/v3.5,i,;perf,,,,
Info.System,MEM_IRQ_Duplicate_Address,,,,,,,#NA,,,,,,,,UNC_CHA_RxC_IRQ1_REJECT.PA_MATCH / UNC_CHA_CLOCKTICKS,,,,,,,,,,,,,,,,System_Metric,Fraction of Uncore cycles where requests got rejected due to duplicate address already in IRQ ingress queue in the cache homing agent,> 0.1,5.0,LockCont;MemOffcore;SoC;Server,,,,;EDP,,,,
Info.System,IO_Read_BW,,,,,,,,,,,,,,,UNC_CHA_TOR_INSERTS.IO_PCIRDCUR * 64 / #OneBillion / Time,,,,,( UNC_IIO_DATA_REQ_OF_CPU.MEM_WRITE.PART0 + UNC_IIO_DATA_REQ_OF_CPU.MEM_WRITE.PART1 + UNC_IIO_DATA_REQ_OF_CPU.MEM_WRITE.PART2 + UNC_IIO_DATA_REQ_OF_CPU.MEM_WRITE.PART3 ) * 4 / #OneBillion / Time,,,,,,,,,,,GB/sec,Average IO (network or disk) Bandwidth Use for Reads [GB / sec]. Bandwidth of IO reads that are initiated by end device controllers that are requesting memory from the CPU,,4.6,IoBW;MemOffcore;SoC;Server,,pub/v4,i,;perf,,,,
Info.System,IO_Write_BW,,,,,,,,,,,( UNC_CHA_TOR_INSERTS.IO_ITOM + UNC_CHA_TOR_INSERTS.IO_ITOMCACHENEAR ) * 64 / #OneBillion / Time,,,,( UNC_CHA_TOR_INSERTS.IO_HIT_ITOM + UNC_CHA_TOR_INSERTS.IO_MISS_ITOM + UNC_CHA_TOR_INSERTS.IO_HIT_ITOMCACHENEAR + UNC_CHA_TOR_INSERTS.IO_MISS_ITOMCACHENEAR ) * 64 / #OneBillion / Time,,,,,( UNC_IIO_DATA_REQ_OF_CPU.MEM_READ.PART0 + UNC_IIO_DATA_REQ_OF_CPU.MEM_READ.PART1 + UNC_IIO_DATA_REQ_OF_CPU.MEM_READ.PART2 + UNC_IIO_DATA_REQ_OF_CPU.MEM_READ.PART3 ) * 4 / #OneBillion / Time,,,,,,,,,,,GB/sec,Average IO (network or disk) Bandwidth Use for Writes [GB / sec]. Bandwidth of IO writes that are initiated by end device controllers that are writing memory to the CPU,,4.6,IoBW;MemOffcore;SoC;Server,,pub/v4,i,;perf,,,,
Info.System,UPI_Data_Transmit_BW,,,,,,,,,,,UNC_UPI_TxL_FLITS.ALL_DATA * 64 / 9 / 1000000,,,,,,,,,,,,,,,,,,,,MB/sec,Cross-socket Ultra Path Interconnect (UPI) data transmit bandwidth for data only [MB / sec],,4.5,SoC;Server,,,,;EDP,,,,
Info.System,Power,,,,,,,,,,,,,,,,,,,,,,,,( FREERUN_PKG_ENERGY_STATUS * #Energy_Unit + 15.6 * FREERUN_DRAM_ENERGY_STATUS ) / ( #DurationTimeInSeconds * #OneMillion ),UNC_PKG_ENERGY_STATUS * #Energy_Unit / ( Time * #OneMillion ),( FREERUN_PKG_ENERGY_STATUS + FREERUN_DRAM_ENERGY_STATUS ) * #Energy_Unit / ( #DurationTimeInSeconds * #OneMillion ),UNC_PKG_ENERGY_STATUS * #Energy_Unit / ( Time * #OneMillion ),,#NA,,System_Metric,Total package Power in Watts,,2.9,Power;SoC,200,pub/v3.2,i,;,,,,
Info.System,Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DurationTimeInSeconds,,Seconds,Run duration time in seconds,< 1,4.0,Summary,,pub/v3,i,;bot;EDP;perf;VTune,,,,
Info.System,MUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPU_CLK_UNHALTED.THREAD_P / CPU_CLK_UNHALTED.THREAD,,Clocks,PerfMon Event Multiplexing accuracy indicator,( > 1.1 | < 0.9 ),3.1,Summary,,pub/v3,i,;,,,,
Info.System,Socket_CLKS,,,,,,,,,,,,,,,,,,,,UNC_CHA_CLOCKTICKS:one_unit,,,,,,,,UNC_C_CLOCKTICKS:one_unit,UNC_CLOCK.SOCKET,,Count,Socket actual clocks when any core is active on that socket,,3.4,SoC,,pub/v3,i,;perf,,,,
Info.System,IpFarBranch,,,,,,,,,,,,,,,,,,,,,INST_RETIRED.ANY / BR_INST_RETIRED.FAR_BRANCH:USER,,,,,,,,INST_RETIRED.ANY / BR_INST_RETIRED.FAR_BRANCH_PS:USER,,Inst_Metric,"Instructions per Far Branch ( Far Branches apply upon transition from application to operating system, handling interrupts, exceptions) [lower number means higher occurrence rate]",< 1000000,4.3,Branches;OS,,pub/v3.6,i,;perf,,,,
.,auxiliary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,2.5,,,pub/v3,-,;bot;,,,,
Aux,#Backend_Bound_Cycles,,,,,,,,,,,,#NA,,,,CYCLE_ACTIVITY.STALLS_TOTAL + #Few_Uops_Executed_Threshold + EXE_ACTIVITY.BOUND_ON_STORES,,,,,CYCLE_ACTIVITY.STALLS_TOTAL + #Few_Uops_Executed_Threshold + EXE_ACTIVITY.BOUND_ON_STORES,,( CYCLE_ACTIVITY.STALLS_TOTAL + UOPS_EXECUTED.CYCLES_GE_1_UOP_EXEC - #Few_Uops_Executed_Threshold - #Frontend_RS_Empty_Cycles + RESOURCE_STALLS.SB ),,( #STALLS_TOTAL + ( UOPS_EXECUTED.CORE:c1 - #Few_Uops_Executed_Threshold ) / 2 - #Frontend_RS_Empty_Cycles + RESOURCE_STALLS.SB ) if #SMT_on else ( #STALLS_TOTAL + UOPS_EXECUTED.CORE:c1 - #Few_Uops_Executed_Threshold - #Frontend_RS_Empty_Cycles + RESOURCE_STALLS.SB ),,( #STALLS_TOTAL + UOPS_EXECUTED.CYCLES_GE_1_UOP_EXEC - #Few_Uops_Executed_Threshold - #Frontend_RS_Empty_Cycles + RESOURCE_STALLS.SB ),,( #STALLS_TOTAL + UOPS_DISPATCHED.THREAD:c1 - #Few_Uops_Executed_Threshold - #Frontend_RS_Empty_Cycles + RESOURCE_STALLS.SB ),,Count,,,4.4,,,pub,2,;bot;,,,,
Aux,#Br_DoI_Jumps,,,,,,BR_INST_RETIRED.NEAR_TAKEN - BR_INST_RETIRED.COND_TAKEN_BWD - BR_INST_RETIRED.COND_TAKEN_FWD - 2 * BR_INST_RETIRED.NEAR_CALL,,,,,,,,,,BR_INST_RETIRED.NEAR_TAKEN - BR_INST_RETIRED.COND_TAKEN - 2 * BR_INST_RETIRED.NEAR_CALL,,,,,BR_INST_RETIRED.NEAR_TAKEN - ( BR_INST_RETIRED.COND_PS - BR_INST_RETIRED.NOT_TAKEN ) - 2 * BR_INST_RETIRED.NEAR_CALL,,,,,,,,,,Count,,,5.0,Branches,,,0,,,,,
Aux,#Branching_Retired,,,,,,,,,,,,,,,,,,,,,( BR_INST_RETIRED.ALL_BRANCHES + 2 * BR_INST_RETIRED.NEAR_CALL + INST_RETIRED.NOP ) / SLOTS,,,,,,,,#NA,,Slots,,,4.8,BvBO;Ret,,pub/5.0,0,;bot;,,,,
Aux,#Serialize_Core,,,,,,,,,,,,Core_Bound * ( Serializing_Operation + RS.EMPTY_RESOURCE / CLKS * Ports_Utilized_0 ) / ##Core_Bound,,,,,,,,,Core_Bound * ( Serializing_Operation + Core_Bound * RS_EVENTS.EMPTY_CYCLES / CLKS * Ports_Utilized_0 ) / ##Core_Bound,,,,,,,,,,Fraction,,,4.9,,,pub/5.0,0,;bot;,,,,
Aux,#Umisp,,,,,,,,,,,,,,,,,,,,,10 * Microcode_Sequencer * Other_Mispredicts / Branch_Mispredicts,,,,,,,,,,Fraction,,,4.7,MS,,pub/v4.6,0,;bot;,,,,
Aux,#Assist,,,,,,"( Microcode_Sequencer / ( Microcode_Sequencer + max( 0 , Heavy_Operations - Microcode_Sequencer ) ) ) * ( #Avg_Assist_Cost * ASSISTS.ANY / SLOTS / Microcode_Sequencer )",,,,,,,,,,,,,,,( Microcode_Sequencer / ##Heavy_Operations ) * ( Assists / Microcode_Sequencer ),,,,,,,,,,Fraction,,,4.6,MS,,pub/v4.6,0,;bot;,,,,
Aux,#Assist_Frontend,,,,,,,,,,,,( 1 - INST_RETIRED.REP_ITERATION / UOPS_RETIRED.MS:c1 ) * ( Fetch_Latency * ( MS_Switches + Branch_Resteers * ( Clears_Resteers + Mispredicts_Resteers * Other_Mispredicts / Branch_Mispredicts ) / ##Branch_Resteers ) / ##Fetch_Latency + MS ),,,,#Assist * ( Fetch_Latency * ( MS_Switches + Branch_Resteers * ( Clears_Resteers + #Umisp * Mispredicts_Resteers ) / ##Branch_Resteers ) / ##Fetch_Latency + MS ),,,,,#Assist * Fetch_Latency * ( MS_Switches + Branch_Resteers * ( Clears_Resteers + Mispredicts_Resteers * #Umisp ) / ##Branch_Resteers ) / ##Fetch_Latency,,,,,,,,,,Slots,,,5.1,MS,,pub/v4.6,0,;bot;,,,,
Aux,#Assist_Retired,,,,,,,,,,,,,,,,,,,,,#Assist * Heavy_Operations,,,,,,,,,,Slots,,,4.6,MS,,pub/5.0,0,;bot;,,,,
Aux,#Core_Bound_Cycles,,,,,,EXE_ACTIVITY.EXE_BOUND_0_PORTS + #Few_Uops_Executed_Threshold,,,,,,,,,,,,,,,Ports_Utilized_0 * CLKS + #Few_Uops_Executed_Threshold,,,,,,,,,,Count,,,4.7,PortsUtil,,pub/v4,3,;bot;,,,,
Aux,#Cycles_0_Ports_Utilized,,,,,,,,,,,,,,,,#NA,,,,,UOPS_EXECUTED.CORE_CYCLES_NONE / 2 if #SMT_on else CYCLE_ACTIVITY.STALLS_TOTAL - CYCLE_ACTIVITY.STALLS_MEM_ANY,,( UOPS_EXECUTED.CORE:i1:c1 ) / 2 if #SMT_on else ( CYCLE_ACTIVITY.STALLS_TOTAL - #Frontend_RS_Empty_Cycles ),,,,( UOPS_EXECUTED.CORE:i1:c1 ) / 2 if #SMT_on else ( #STALLS_TOTAL - #Frontend_RS_Empty_Cycles ),,,,Count,,,4.2,,,pub/v4.6,4,;bot;,,,,
Aux,#Cycles_1_Port_Utilized,,,,,,,,,,,,,,,,#NA,,,,,( UOPS_EXECUTED.CORE_CYCLES_GE_1 - UOPS_EXECUTED.CORE_CYCLES_GE_2 ) / 2 if #SMT_on else EXE_ACTIVITY.1_PORTS_UTIL,,( UOPS_EXECUTED.CORE:c1 - UOPS_EXECUTED.CORE:c2 ) / 2 if #SMT_on else ( UOPS_EXECUTED.CYCLES_GE_1_UOP_EXEC - UOPS_EXECUTED.CYCLES_GE_2_UOPS_EXEC ),,( UOPS_EXECUTED.CORE:c1 - UOPS_EXECUTED.CORE:c2 ) / 2 if #SMT_on else ( UOPS_EXECUTED.CORE:c1 - UOPS_EXECUTED.CORE:c2 ),,( UOPS_EXECUTED.CORE:c1 - UOPS_EXECUTED.CORE:c2 ) / 2 if #SMT_on else ( UOPS_EXECUTED.CYCLES_GE_1_UOP_EXEC - UOPS_EXECUTED.CYCLES_GE_2_UOPS_EXEC ),,,,Count,,,3.5,,,pub/5.0,4,;bot;,,,,
Aux,#Cycles_2_Ports_Utilized,,,,,,,,,,,,,,,,#NA,,,,,( UOPS_EXECUTED.CORE_CYCLES_GE_2 - UOPS_EXECUTED.CORE_CYCLES_GE_3 ) / 2 if #SMT_on else EXE_ACTIVITY.2_PORTS_UTIL,,( UOPS_EXECUTED.CORE:c2 - UOPS_EXECUTED.CORE:c3 ) / 2 if #SMT_on else ( UOPS_EXECUTED.CYCLES_GE_2_UOPS_EXEC - UOPS_EXECUTED.CYCLES_GE_3_UOPS_EXEC ),,( UOPS_EXECUTED.CORE:c2 - UOPS_EXECUTED.CORE:c3 ) / 2 if #SMT_on else ( UOPS_EXECUTED.CORE:c2 - UOPS_EXECUTED.CORE:c3 ),,( UOPS_EXECUTED.CORE:c2 - UOPS_EXECUTED.CORE:c3 ) / 2 if #SMT_on else ( UOPS_EXECUTED.CYCLES_GE_2_UOPS_EXEC - UOPS_EXECUTED.CYCLES_GE_3_UOPS_EXEC ),,,,Count,,,3.5,,,pub/5.0,4,;bot;,,,,
Aux,#Cycles_3m_Ports_Utilized,,,,,,,,,,,,,,,,#NA,,,,,UOPS_EXECUTED.CORE_CYCLES_GE_3 / 2 if #SMT_on else UOPS_EXECUTED.CORE_CYCLES_GE_3,,( UOPS_EXECUTED.CORE:c3 / 2 ) if #SMT_on else UOPS_EXECUTED.CYCLES_GE_3_UOPS_EXEC,,( UOPS_EXECUTED.CORE:c3 / 2 ) if #SMT_on else UOPS_EXECUTED.CORE:c3,,( UOPS_EXECUTED.CORE:c3 / 2 ) if #SMT_on else UOPS_EXECUTED.CYCLES_GE_3_UOPS_EXEC,,#NA,,Count,,,3.5,,,pub/5.0,4,;bot;,,,,
Aux,#DurationTimeInSeconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DurationTimeInMilliSeconds / 1000,,Count,,,4.1,,,pub/v3,i,;bot;EDP;perf;VTune,,,,
Aux,#Exe_Ports,,,,,,18,,,,,,12,,,,10,,,,,,,,,8,,,,6,,Constant,,,4.4,,,pub/v4.4,,,,,,
Aux,#Execute_Cycles,,,,,,#NA,,,,,,,,,,,,,,,( UOPS_EXECUTED.CORE_CYCLES_GE_1 / 2 ) if #SMT_on else UOPS_EXECUTED.THREAD:c1,,( UOPS_EXECUTED.CORE:c1 / 2 ) if #SMT_on else UOPS_EXECUTED.CYCLES_GE_1_UOP_EXEC,,( UOPS_EXECUTED.CORE:c1 / 2 ) if #SMT_on else UOPS_EXECUTED.CORE:c1,,( UOPS_EXECUTED.CORE:c1 / 2 ) if #SMT_on else UOPS_EXECUTED.CYCLES_GE_1_UOP_EXEC,,( UOPS_DISPATCHED.CORE:c1 / 2 ) if #SMT_on else UOPS_DISPATCHED.CORE:c1,,Count,,,2.9,,,pub,i,;,,,,
Aux,#FB_Factor,,,,,,,,,,,,,,,,,,,,,1 + #FBHit_per_L1Miss / 2,,,,,,,,#NA,,Metric,factor used for metrics associating fixed costs for FB Hits - according to probability theory if all FB Hits come at a random rate in original L1_Miss cost interval then the average cost for each one is 0.5 of the fixed cost,,4.1,,,pub/5.0,i,;bot;,,,,
Aux,#FBHit_per_L1Miss,,,,,,,,,,,,,,,,,,,,,MEM_LOAD_RETIRED.FB_HIT / MEM_LOAD_RETIRED.L1_MISS,,,,,,,,#NA,,Metric,,,4.5,,,pub,i,;bot;,,,,
Aux,#Fetched_Uops,,,,,,,,,,,,,,,,UOPS_ISSUED.ANY,,IDQ.DSB_UOPS + IDQ.MITE_UOPS + IDQ.MS_UOPS,IDQ.DSB_UOPS + LSD.UOPS + IDQ.MITE_UOPS + IDQ.MS_UOPS,,IDQ.DSB_UOPS + IDQ.MITE_UOPS + IDQ.MS_UOPS,,,,,,,,( IDQ.DSB_UOPS + LSD.UOPS + IDQ.MITE_UOPS + IDQ.MS_UOPS ) ,,Count,,,4.5,,,pub,i,;,,,,
Aux,#Few_Uops_Executed_Threshold,,,,,,,,,,,,EXE_ACTIVITY.1_PORTS_UTIL + Retiring * EXE_ACTIVITY.2_3_PORTS_UTIL,,,,,,,,,EXE_ACTIVITY.1_PORTS_UTIL + Retiring * EXE_ACTIVITY.2_PORTS_UTIL,,UOPS_EXECUTED.CYCLES_GE_3_UOPS_EXEC if ( IPC > 1.8 ) else UOPS_EXECUTED.CYCLES_GE_2_UOPS_EXEC,,UOPS_EXECUTED.CORE:c3 if ( IPC > 1.8 ) else UOPS_EXECUTED.CORE:c2,,UOPS_EXECUTED.CYCLES_GE_3_UOPS_EXEC if ( IPC > 1.8 ) else UOPS_EXECUTED.CYCLES_GE_2_UOPS_EXEC,,UOPS_DISPATCHED.THREAD:c3 if ( IPC > 1.8 ) else UOPS_DISPATCHED.THREAD:c2,,Count,,,4.9,PortsUtil,,pub,2,;bot;,,,,
Aux,#FLOP_Count,,,,,,FP_ARITH_OPS_RETIRED.SCALAR + 2 * FP_ARITH_OPS_RETIRED.128B_PACKED_DOUBLE + 4 * FP_ARITH_OPS_RETIRED.4_FLOPS + 8 * FP_ARITH_OPS_RETIRED.256B_PACKED_SINGLE,( 1 * FP_ARITH_INST_RETIRED.SCALAR_SINGLE:u0x03 + 2 * FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE + 4 * FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE:u0x18 + 8 * FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE:u0x60 + 16 * FP_ARITH_INST_RETIRED.512B_PACKED_SINGLE ),,,,( 1 * ( FP_ARITH_INST_RETIRED.SCALAR + FP_ARITH_INST_RETIRED2.SCALAR_HALF ) + 2 * ( FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE + FP_ARITH_INST_RETIRED2.COMPLEX_SCALAR_HALF ) + 4 * FP_ARITH_INST_RETIRED.4_FLOPS + 8 * ( FP_ARITH_INST_RETIRED2.128B_PACKED_HALF + FP_ARITH_INST_RETIRED.8_FLOPS ) + 16 * ( FP_ARITH_INST_RETIRED2.256B_PACKED_HALF + FP_ARITH_INST_RETIRED.512B_PACKED_SINGLE ) + 32 * FP_ARITH_INST_RETIRED2.512B_PACKED_HALF ) if #FP16 else ( 1 * FP_ARITH_INST_RETIRED.SCALAR + 2 * FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE + 4 * FP_ARITH_INST_RETIRED.4_FLOPS + 8 * FP_ARITH_INST_RETIRED.8_FLOPS + 16 * FP_ARITH_INST_RETIRED.512B_PACKED_SINGLE ),FP_ARITH_INST_RETIRED.SCALAR + 2 * FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE + 4 * FP_ARITH_INST_RETIRED.4_FLOPS + 8 * FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE,,,,FP_ARITH_INST_RETIRED.SCALAR + 2 * FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE + 4 * FP_ARITH_INST_RETIRED.4_FLOPS + 8 * FP_ARITH_INST_RETIRED.8_FLOPS + 16 * FP_ARITH_INST_RETIRED.512B_PACKED_SINGLE,,,,FP_ARITH_INST_RETIRED.SCALAR + 2 * FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE + 4 * FP_ARITH_INST_RETIRED.4_FLOPS + 8 * FP_ARITH_INST_RETIRED.8_FLOPS + 16 * FP_ARITH_INST_RETIRED.512B_PACKED_SINGLE,,,FP_ARITH_INST_RETIRED.SCALAR + 2 * FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE + 4 * FP_ARITH_INST_RETIRED.4_FLOPS + 8 * FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE,,#NA,,,,( 1 * ( FP_COMP_OPS_EXE.SSE_SCALAR_SINGLE + FP_COMP_OPS_EXE.SSE_SCALAR_DOUBLE ) + 2 * FP_COMP_OPS_EXE.SSE_PACKED_DOUBLE + 4 * ( FP_COMP_OPS_EXE.SSE_PACKED_SINGLE + SIMD_FP_256.PACKED_DOUBLE ) + 8 * SIMD_FP_256.PACKED_SINGLE ),,Count,Floating Point computational (arithmetic) Operations Count,,4.8,Flops;HPC,,pub,i,;,,,,
Aux,#FP_Arith_Scalar,,,,,,FP_ARITH_OPS_RETIRED.SCALAR,,,,,FP_ARITH_INST_RETIRED.SCALAR + FP_ARITH_INST_RETIRED2.SCALAR if #FP16 else FP_ARITH_INST_RETIRED.SCALAR,,,,,,,,,,,,FP_ARITH_INST_RETIRED.SCALAR,,#NA,,,,FP_COMP_OPS_EXE.SSE_SCALAR_SINGLE + FP_COMP_OPS_EXE.SSE_SCALAR_DOUBLE,,Count,,,4.8,Flops;HPC,,pub,i,;,,,,
Aux,#FP_Arith_Vector,,,,,,FP_ARITH_OPS_RETIRED.VECTOR,,,,,FP_ARITH_INST_RETIRED.VECTOR + FP_ARITH_INST_RETIRED2.VECTOR if #FP16 else FP_ARITH_INST_RETIRED.VECTOR,,,,,FP_ARITH_INST_RETIRED.VECTOR,FP_ARITH_INST_RETIRED.VECTOR + FP_ARITH_INST_RETIRED2.128BIT_PACKED_BF16:u0xe0,,,FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE:u0xfc,,,FP_ARITH_INST_RETIRED.VECTOR,,#NA,,,,FP_COMP_OPS_EXE.SSE_PACKED_DOUBLE + FP_COMP_OPS_EXE.SSE_PACKED_SINGLE + SIMD_FP_256.PACKED_SINGLE + SIMD_FP_256.PACKED_DOUBLE,,Count,,,4.8,Flops;HPC,,pub,i,;,,,,
Aux,#Frontend_RS_Empty_Cycles,,,,,,,,,,,,,,,,,,,,,#NA,,,,,,,,RS_EVENTS.EMPTY_CYCLES if ( Fetch_Latency > 0.1 ) else 0,,Count,,,3.1,,,pub,2,;,,,,
Aux,#Frontend_Latency_Cycles,,,,,,,,,,,,,,,,,,,,,,,#NA,,,,,,"min( CPU_CLK_UNHALTED.THREAD , IDQ_UOPS_NOT_DELIVERED.CYCLES_0_UOPS_DELIV.CORE )",,Count,,,3.0,,,pub,2,;,,,,
Aux,#HighIPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPC / #Pipeline_Width,,Metric,,> 0.35,3.5,,,pub,2,;,,,,
